"Test Suite","Test Case","TestStep","Step Type","Step Status","Result message","Execution Date"
"Calc_Operations1","Calc_TCFullRunThroughEditor","ADD","request","FAILED","Message:[Not SOAP Fault] Response is a SOAP Fault
","26-Oct-2018 17_00",
